CDSCode,Short_CDS,NCESDist,NCESSchool,County,District,School,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,DOCType,SOCType,EdOpsName,EILName,GSoffered,GSserved,Virtual,Latitude,Longitude,LastUpdate
08100820830059,0830059,0691063,08694,Del Norte,Del Norte County Office of Education,Castle Rock,301 West Washington Boulevard,301 West Washington Blvd.,Crescent City,95531,CA,(707) 464-0390,NA,www.delnorte.k12.ca.us,2001-08-27,NA,Y,County Office of Education (COE),K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,K-12,N,41.767856,-124.21144,2015-06-18
08618200000000,0000000,0610770,NA,Del Norte,Del Norte County Unified,NA,301 West Washington Boulevard,301 West Washington Blvd.,Crescent City,95531-8340,CA,(707) 464-0200,NA,www.delnorte.k12.ca.us,NA,NA,NA,Unified School District,NA,NA,NA,NA,NA,NA,41.772734,-124.20591,2016-08-17
08618200833004,0833004,0610770,01193,Del Norte,Del Norte County Unified,Del Norte High,1301 El Dorado Street,1301 El Dorado St.,Crescent City,95531-2110,CA,(707) 464-0274,NA,www.delnorte.k12.ca.us,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,41.767313,-124.20913,2015-06-18
08618200836205,0836205,0610770,01200,Del Norte,Del Norte County Unified,Sunset High,2500 Elk Valley Cross Road,2500 Elk Valley Cross Rd.,Crescent City,95531-8461,CA,(707) 464-0380,NA,www.delnorte.k12.ca.us,1980-07-01,NA,N,Unified School District,Continuation High Schools,Continuation School,High School,9-12,9-12,N,41.809252,-124.15409,2016-05-17
08618206005375,6005375,0610770,01191,Del Norte,Del Norte County Unified,Bess Maxwell Elementary,1124 El Dorado Street,1124 El Dorado St.,Crescent City,95531-2111,CA,(707) 464-0310,NA,www.delnorte.k12.ca.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,41.766385,-124.20925,2016-08-18
08618206005383,6005383,0610770,01192,Del Norte,Del Norte County Unified,Crescent Elk Middle,994 G Street,994 G St.,Crescent City,95531-3417,CA,(707) 464-0320,NA,www.delnorte.k12.ca.us,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,41.756316,-124.20323,2016-05-17
08618206005391,6005391,0610770,01194,Del Norte,Del Norte County Unified,Joe Hamilton Elementary,1050 E Street,1050 E St.,Crescent City,95531-3423,CA,(707) 464-0330,NA,www.delnorte.k12.ca.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,41.755632,-124.20526,2015-06-18
08618206005417,6005417,0610770,01195,Del Norte,Del Norte County Unified,Margaret Keating Elementary,PO Box 65,PO Box 65,Klamath,95548,CA,(707) 464-0340,NA,www.delnorte.k12.ca.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,41.55584,-124.05263,2016-05-17
08618206005425,6005425,0610770,01196,Del Norte,Del Norte County Unified,Mountain Elementary,PO Box 25,PO Box 25,Gasquet,95543-0025,CA,(707) 457-3211,NA,www.delnorte.k12.ca.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,41.84656,-123.96239,2017-04-05
08618206005433,6005433,0610770,01197,Del Norte,Del Norte County Unified,Pine Grove Elementary,900 Pine Grove Road,900 Pine Grove Rd.,Crescent City,95531-8948,CA,(707) 464-0350,NA,www.delnorte.k12.ca.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,41.784926,-124.19502,2015-06-18
08618206005441,6005441,0610770,01198,Del Norte,Del Norte County Unified,Redwood Elementary,PO Box 155,PO Box 155,Fort Dick,95538-0155,CA,(707) 464-0360,NA,www.delnorte.k12.ca.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,41.868014,-124.14932,2015-06-18
08618206005458,6005458,0610770,01199,Del Norte,Del Norte County Unified,Smith River Elementary,134 First Street,134 First St.,Smith River,95567-0280,CA,(707) 464-0370,NA,www.delnorte.k12.ca.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,41.926648,-124.14659,2016-05-17
08618206113013,6113013,0610770,05574,Del Norte,Del Norte County Unified,Mary Peacock Elementary,1720 Arlington,1720 Arlington,Crescent City,95331-8331,CA,(707) 464-0301,NA,www.delnorte.k12.ca.us,1995-09-05,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,41.77713,-124.21124,2015-06-18
08743510000000,0000000,0600093,NA,Del Norte,Del Norte County ROP,NA,301 West Washington Boulevard,301 West Washington Blvd.,Crescent City,95531,CA,(707) 464-0274,NA,NA,NA,NA,NA,Regional Occupation Center/Program (ROC/P),NA,NA,NA,NA,NA,NA,41.772734,-124.20591,2015-11-18
08743510890012,0890012,0600093,10765,Del Norte,Del Norte County ROP,Del Norte County ROP,1301 El Dorado,1301 El Dorado,Crescent City,95531-2110,CA,(707) 464-0274,NA,NA,1980-07-01,NA,N,Regional Occupation Center/Program (ROC/P),ROC/ROP,NA,High School,9-12,NA,NA,41.767313,-124.20913,2015-03-24
09100900000000,0000000,0691006,NA,El Dorado,El Dorado County Office of Education,NA,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,(530) 622-7130,NA,www.edcoe.org,NA,NA,NA,County Office of Education (COE),NA,NA,NA,NA,NA,NA,38.72032,-120.86639,2016-01-07
09100900106047,0106047,0691006,10766,El Dorado,El Dorado County Office of Education,Blue Ridge,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,(530) 541-4126,NA,www.edcoe.org,2004-09-20,NA,N,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,High School,K-12,9-12,N,38.934026,-119.97346,2015-09-04
09100900110841,0110841,0691006,11578,El Dorado,El Dorado County Office of Education,El Dorado COE Adult Education,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,(530) 295-2434,NA,www.edcoe.org,2006-03-06,NA,N,County Office of Education (COE),Adult Education Centers,Traditional,Adult,Adult,NA,N,38.722081,-120.86677,2016-01-30
09100900123521,0123521,0691006,12762,El Dorado,El Dorado County Office of Education,Charter Alternative Program (CAP),6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,(530) 622-6984,NA,www.edcoe.org,2010-08-09,NA,Y,County Office of Education (COE),County Community,County Community School,Elementary,K-8,K-8,N,38.6813,-120.83501,2016-02-03
09100900930016,0930016,0691006,07386,El Dorado,El Dorado County Office of Education,Golden Ridge,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,(530) 626-4356,NA,www.edcoe.org,1980-07-01,NA,N,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,High School,K-12,9-12,N,38.727271,-120.82766,2016-01-31
09100900930123,0930123,0691006,01981,El Dorado,El Dorado County Office of Education,Charter Community School Home Study Academy,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,(530) 295-2257,NA,www.edcoe.org,1993-09-01,NA,Y,County Office of Education (COE),County Community,County Community School,Elementary-High Combination,K-12,K-12,N,38.72032,-120.86639,2015-06-18
09100900930131,0930131,0691006,02957,El Dorado,El Dorado County Office of Education,Rite of Passage,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667,CA,(530) 295-2271,NA,www.edcoe.org,1994-06-30,NA,Y,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,High School,9-12,9-12,N,39.0824,-119.2184,2016-07-25
09100906069470,6069470,0691006,09218,El Dorado,El Dorado County Office of Education,Special Education,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,(530) 295-2275,NA,www.edcoe.org,1980-07-01,NA,N,County Office of Education (COE),Special Education Schools (Public),Special Education School,Elementary-High Combination,P-Adult,K-12,N,38.72032,-120.86639,2015-06-18
09618380000000,0000000,0606270,NA,El Dorado,Buckeye Union Elementary,NA,PO Box 4768,PO Box 4768,El Dorado Hills,95762,CA,(530) 677-2261,NA,www.buckeyeusd.org,NA,NA,NA,Elementary School District,NA,NA,NA,NA,NA,NA,38.625877,-121.04826,2015-06-23
09618380100024,0100024,0606270,11240,El Dorado,Buckeye Union Elementary,Oak Meadow Elementary,7701 Silva Valley Parkway,7701 Silva Valley Pkwy.,El Dorado Hills,95762-7729,CA,(916) 933-9746,NA,www.buckeyeusd.org,2003-07-07,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,38.657272,-121.05689,2015-10-08
09618380107227,0107227,0606270,10767,El Dorado,Buckeye Union Elementary,Charter Montessori Valley View Campus,1665 Blackstone Parkway,1665 Blackstone Pkwy.,El Dorado Hills,95762-9570,CA,(530) 677-2261,3300,www.buckeyeusd.org,2004-07-28,NA,Y,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-5,N,38.625877,-121.04826,2017-05-11
09618380111724,0111724,0606270,11580,El Dorado,Buckeye Union Elementary,California Montessori Project-Shingle Springs Campus,"5330A Gibbons Drive, Ste 700","5330A Gibbons Dr., Ste 700",Carmichael,95608-2117,CA,(530) 672-3095,NA,www.cacmp.org,2006-08-16,NA,Y,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,38.669211,-120.9119,2015-06-18
09618380129965,0129965,0606270,13748,El Dorado,Buckeye Union Elementary,Rising Sun Montessori,7006 Rossmore Lane,7006 Rossmore Ln.,El Dorado Hills,95762-7126,CA,(916) 936-2333,NA,www.risingsunmontessori.org,2014-08-18,NA,Y,Elementary School District,Elementary Schools (Public),Traditional,Elementary,1-8,1-8,N,38.652632,-121.06007,2016-03-30
09618386005466,6005466,0606270,00548,El Dorado,Buckeye Union Elementary,Buckeye Elementary,4561 Buckeye Road,4561 Buckeye Rd.,Shingle Springs,95682-9503,CA,(530) 677-2277,NA,NA,1980-07-01,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,38.669021,-120.91465,2015-06-18
09618386005474,6005474,0606270,00550,El Dorado,Buckeye Union Elementary,William Brooks Elementary,3610 Park Drive,3610 Park Dr.,El Dorado Hills,95762-4544,CA,(916) 933-6618,NA,NA,1980-07-01,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,38.659579,-121.07932,2015-10-09
09618386096614,6096614,0606270,00549,El Dorado,Buckeye Union Elementary,Camerado Springs Middle,2480 Merrychase Drive,2480 Merrychase Dr.,Cameron Park,95682-9093,CA,(530) 677-1658,NA,NA,1980-07-01,NA,N,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,38.657229,-121.00503,2016-08-18
09618386107361,6107361,0606270,09326,El Dorado,Buckeye Union Elementary,Blue Oak Elementary,2391 Merrychase Drive,2391 Merrychase Dr.,Cameron Park,95682-9094,CA,(530) 676-0164,NA,NA,1980-07-01,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,38.657746,-121.00793,2015-06-18
09618386110456,6110456,0606270,00291,El Dorado,Buckeye Union Elementary,Silva Valley Elementary,3001 Golden Eagle Lane,3001 Golden Eagle Ln.,El Dorado Hills,95762-7500,CA,(916) 933-3767,NA,NA,1992-07-06,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,38.674222,-121.068,2015-06-18
09618386112361,6112361,0606270,02958,El Dorado,Buckeye Union Elementary,Rolling Hills Middle,7141 Silva Valley Parkway,7141 Silva Valley Pkwy.,El Dorado Hills,95762,CA,(916) 933-9290,NA,NA,1994-07-05,NA,N,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,38.663631,-121.06019,2015-06-18
09618460000000,0000000,0607170,NA,El Dorado,Camino Union Elementary,NA,3060 Snows Road,3060 Snows Rd.,Camino,95709-9578,CA,(530) 644-4552,213,www.caminoschool.org,NA,NA,NA,Elementary School District,NA,NA,NA,NA,NA,NA,38.734611,-120.67882,2015-06-23
09618460123125,0123125,0607170,12702,El Dorado,Camino Union Elementary,Camino Science and Natural Resources Charter,3060 Snows Road,3060 Snows Rd.,Camino,95709-9578,CA,(530) 644-4552,265,www.charter.caminoschool.org/,2011-08-11,NA,Y,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,38.734611,-120.67882,2016-08-17
09618466005482,6005482,0607170,00656,El Dorado,Camino Union Elementary,Camino Elementary,3060 Snows Road,3060 Snows Rd.,Camino,95709-9578,CA,(530) 644-4552,213,www.camino.caminoschool.org,1980-07-01,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,38.734611,-120.67882,2016-08-18
09618530000000,0000000,0612070,NA,El Dorado,El Dorado Union High,NA,4675 Missouri Flat Road,4675 Missouri Flat Rd.,Placerville,95667-6816,CA,(530) 622-5081,NA,www.eduhsd.k12.ca.us,NA,NA,NA,High School District,NA,NA,NA,NA,NA,NA,38.694651,-120.82379,2015-06-23
09618530930081,0930081,0612070,07279,El Dorado,El Dorado Union High,Oak Ridge High,1120 Harvard Way,1120 Harvard Way,El Dorado Hills,95762-4324,CA,(916) 933-6980,NA,NA,1980-07-01,NA,N,High School District,High Schools (Public),Traditional,High School,9-12,9-12,N,38.681693,-121.07067,2016-08-23
09618530930164,0930164,0612070,07957,El Dorado,El Dorado Union High,Union Mine High,6530 Koki Lane,6530 Koki Ln.,El Dorado,95623-4328,CA,(530) 621-4003,NA,NA,1999-08-16,NA,N,High School District,High Schools (Public),Traditional,High School,9-12,9-12,N,38.681607,-120.83827,2016-08-23
09618530930214,0930214,0612070,10478,El Dorado,El Dorado Union High,EDUHSD Virtual Academy at Shenandoah,6540 Koki Lane,6540 Koki Ln.,El Dorado,95623-4328,CA,(530) 622-6212,NA,http://shs.eduhsd.k12.ca.us/,2002-08-13,NA,Y,High School District,High Schools (Public),Traditional,High School,9-12,9-12,V,38.681781,-120.83825,2016-12-05
09618530930222,0930222,0612070,10479,El Dorado,El Dorado Union High,Vista High,561 Canal Street,561 Canal St.,Placerville,95667-4396,CA,(530) 622-3634,1097,NA,2002-08-19,NA,N,High School District,Continuation High Schools,Continuation School,High School,9-12,11-12,N,38.732336,-120.81274,2016-09-06
09618530932756,0932756,0612070,01342,El Dorado,El Dorado Union High,El Dorado High,561 Canal Street,561 Canal St.,Placerville,95667-4312,CA,(530) 622-3634,NA,NA,1980-07-01,NA,N,High School District,High Schools (Public),Traditional,High School,9-12,9-12,N,38.732336,-120.81274,2016-08-23
09618530934554,0934554,0612070,01343,El Dorado,El Dorado Union High,Independence Continuation,4675 Missouri Flat Road,4675 Missouri Flat Rd.,Placerville,95667,CA,(530) 622-7090,NA,NA,1980-07-01,NA,N,High School District,Continuation High Schools,Continuation School,High School,9-12,10-12,N,38.693266,-120.82212,2015-06-18
09618530936302,0936302,0612070,01344,El Dorado,El Dorado Union High,Ponderosa High,3661 Ponderosa Road,3661 Ponderosa Rd.,Shingle Springs,95682-9435,CA,(530) 677-2281,NA,NA,1980-07-01,NA,N,High School District,High Schools (Public),Traditional,High School,9-12,9-12,N,38.673083,-120.94318,2016-08-23
09618790000000,0000000,0615390,NA,El Dorado,Gold Oak Union Elementary,NA,3171 Pleasant Valley Road,3171 Pleasant Valley Rd.,Placerville,95667-7836,CA,(530) 626-3150,NA,www.gousd.org,NA,NA,NA,Elementary School District,NA,NA,NA,NA,NA,NA,38.692386,-120.71838,2016-08-17
09618796005508,6005508,0615390,01962,El Dorado,Gold Oak Union Elementary,Gold Oak Elementary,3171 Pleasant Valley Road,3171 Pleasant Valley Rd.,Placerville,95667-7836,CA,(530) 626-3160,NA,www.gousd.org,1980-07-01,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,38.692386,-120.71838,2016-08-18
09618796109698,6109698,0615390,10199,El Dorado,Gold Oak Union Elementary,Pleasant Valley Middle,4120 Pleasant Valley Road,4120 Pleasant Valley Rd.,Placerville,95667-7834,CA,(530) 644-9620,NA,NA,1991-03-01,NA,N,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,38.69374,-120.67789,2016-08-18
09618870000000,0000000,0615450,NA,El Dorado,Gold Trail Union Elementary,NA,1575 Old Ranch Road,1575 Old Ranch Rd.,Placerville,95667-8929,CA,(530) 626-3194,NA,www.gtusd.org,NA,NA,NA,Elementary School District,NA,NA,NA,NA,NA,NA,38.770686,-120.92795,2015-06-23
09618876005516,6005516,0615450,01963,El Dorado,Gold Trail Union Elementary,Gold Trail,889 Cold Springs Road,889 Cold Springs Rd.,Placerville,95667-9312,CA,(530) 626-2595,NA,www.gtusd.org,1957-07-01,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Intermediate/Middle/Junior High,4-8,4-8,N,38.771601,-120.89066,2015-06-18
09618876110167,6110167,0615450,10200,El Dorado,Gold Trail Union Elementary,Sutters Mill,4801 Luneman Road,4801 Luneman Rd.,Placerville,95667-8750,CA,(530) 626-2591,NA,www.gtusd.org,1991-09-03,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-3,K-3,N,38.768933,-120.92876,2015-06-18
09618950000000,0000000,0618240,NA,El Dorado,Indian Diggings Elementary,NA,6020 Omo Ranch Road,6020 Omo Ranch Rd.,Somerset,95684-9209,CA,(530) 620-6546,NA,www.indiandiggingsschool.com,NA,NA,NA,Elementary School District,NA,NA,NA,NA,NA,NA,38.581663,-120.57737,2017-02-09
09618956005524,6005524,0618240,02245,El Dorado,Indian Diggings Elementary,Indian Diggings Elementary,6020 Omo Ranch Road,6020 Omo Ranch Rd.,Somerset,95684-9209,CA,(530) 620-6546,NA,www.indiandiggingsschool.com/index.html,1856-07-01,NA,N,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Elementary,K-8,K-7,N,38.581663,-120.57737,2015-06-18
09619030000000,0000000,0620640,NA,El Dorado,Lake Tahoe Unified,NA,1021 Al Tahoe Boulevard,1021 Al Tahoe Blvd.,South Lake Tahoe,96150-4426,CA,(530) 541-2850,NA,www.ltusd.org,NA,NA,NA,Unified School District,NA,NA,NA,NA,NA,NA,38.934432,-119.97607000000001,2015-06-23
09619030110155,0110155,0620640,11581,El Dorado,Lake Tahoe Unified,Lake Tahoe Environmental Science Magnet,1095 San Bernardino Avenue,1095 San Bernardino Ave.,South Lake Tahoe,96150-5235,CA,(530) 543-2371,NA,www.ltusd.org,2005-09-06,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,C,38.858874,-120.02044,2017-02-28
09619030930040,0930040,0620640,02479,El Dorado,Lake Tahoe Unified,Mt. Tallac High,1735 Lake Tahoe Boulevard,1735 Lake Tahoe Blvd.,South Lake Tahoe,96150-3718,CA,(530) 543-2264,NA,NA,1980-07-01,NA,N,Unified School District,Continuation High Schools,Continuation School,High School,9-12,9-12,C,38.907361,-120.01261,2017-02-28
09619030930107,0930107,0620640,00301,El Dorado,Lake Tahoe Unified,Transitional Learning Center (Continuation),1735 Lake Tahoe Boulevard,1735 Lake Tahoe Blvd.,South Lake Tahoe,96150-3718,CA,(530) 543-2264,NA,NA,1992-09-02,NA,N,Unified School District,Continuation High Schools,Continuation School,High School,9-12,11-12,C,38.907361,-120.01261,2017-02-28
09619030937805,0937805,0620640,02481,El Dorado,Lake Tahoe Unified,South Tahoe High,1735 Lake Tahoe Boulevard,1735 Lake Tahoe Blvd.,South Lake Tahoe,96150-3718,CA,(530) 541-4111,NA,NA,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,C,38.907361,-120.01261,2017-02-28
09619036005540,6005540,0620640,02477,El Dorado,Lake Tahoe Unified,Bijou Community,3501 Spruce Avenue,3501 Spruce Ave.,South Lake Tahoe,96150-8317,CA,(530) 543-2337,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,C,38.939928,-119.95805,2017-02-28
09619036005565,6005565,0620640,02482,El Dorado,Lake Tahoe Unified,South Tahoe Middle,2940 Lake Tahoe Boulevard,2940 Lake Tahoe Blvd.,South Lake Tahoe,96150-7800,CA,(530) 541-6404,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,C,38.935869,-119.97726,2017-02-28
